rmse,mae,mape,mase,model,fold,n_test,arm
17.866356532225836,13.510734402686445,14.419023670958955,0.798968712942917,cnn,3,64,full_dense
16.03108073256559,12.264241609883229,13.09592616593131,0.7252563067423641,lstm,3,64,full_dense
16.1043497194216,12.62274065463967,12.894715584979805,0.7464564511492712,gru,3,64,full_dense
17.14514327874432,13.307789407316616,14.254257386902779,0.7869673888907917,rnn,3,64,full_dense
28.961874076102188,17.11875,16.906050488337193,1.0359129358274277,persistence,4,64,full_dense
20.824963985563095,14.774375,12.84110085826867,0.8940469474269648,seasonal_naive_15,4,64,full_dense
85.29452673296218,73.56648750000001,46.77173905875883,4.45175471600653,drift,4,64,full_dense
44.31296810942217,37.86383333333333,36.09990934176943,2.2912674552764516,rolling_mean_15,4,64,full_dense
45.06292485010769,37.38413373544093,37.10307634345872,2.262239224899353,train_mean,4,64,full_dense
18.65684004487966,14.059388236511552,12.645807099202516,0.8507807020969571,ridge,4,64,full_dense
16.74838456707968,11.56835413276872,9.606883480512952,0.7000398798024273,random_forest,4,64,full_dense
16.938535247502323,12.105493092536927,10.067194304017715,0.7325439584741045,xgboost,4,64,full_dense
17.305335133956827,12.834784616600729,11.670010600497054,0.7766758328087955,cnn,4,64,full_dense
16.0709903993025,12.577036274375017,11.163730811779637,0.7610786167796059,lstm,4,64,full_dense
15.729649198349701,12.219941330128654,10.93592766447569,0.7394696049029571,gru,4,64,full_dense
16.53442334148153,12.386371897648154,11.002981930994949,0.7495408763340224,rnn,4,64,full_dense
34.07959066655584,18.05375,17.792677489528657,1.104010286603337,persistence,5,64,full_dense
33.628890852955585,21.90375,19.102574989344216,1.3394427925050385,seasonal_naive_15,5,64,full_dense
50.201725029046585,43.35623493975905,30.86743804544372,2.6512901398260746,drift,5,64,full_dense
45.50954762830908,37.47149999999999,30.304286638719912,2.2914309467261336,rolling_mean_15,5,64,full_dense
48.33474695463891,41.493157894736854,30.728386693664273,2.537360556086461,train_mean,5,64,full_dense
26.23792986722151,17.651015926258292,14.715637147965449,1.079382574345412,ridge,5,64,full_dense
26.588426403060048,16.754375825823782,14.25745276046361,1.0245518663617106,random_forest,5,64,full_dense
25.645254924041335,16.60947136878967,14.51548951252265,1.0156907704043427,xgboost,5,64,full_dense
24.775351043902763,14.190356253172613,12.577442184439198,0.8677587356681327,cnn,5,64,full_dense
25.05892030819554,15.240647219142723,14.268716230618194,0.9319853938614474,lstm,5,64,full_dense
25.36156434667707,15.202923235241414,14.439440654993337,0.9296785231958681,gru,5,64,full_dense
26.957621873822397,16.296267622181546,15.54998818826459,0.9965379540610304,rnn,5,64,full_dense
33.72258071381845,19.95125,20.562722567637344,1.1840196084538335,persistence,6,64,full_dense
21.873549094739978,14.506250000000001,13.018618779103686,0.8608826236518223,seasonal_naive_15,6,64,full_dense
94.34107526378423,81.18098214285715,83.70394282021815,4.817736968394629,drift,6,64,full_dense
47.87110466891507,41.40858333333334,39.42956755167898,2.45741868930324,rolling_mean_15,6,64,full_dense
48.13438552532053,41.50431841563786,39.458324496015884,2.463100148593535,train_mean,6,64,full_dense
19.713506274632714,14.305114974246965,13.332141609997544,0.8489461377455026,ridge,6,64,full_dense
15.553386148196271,11.074430462893107,10.721663223956645,0.6572191126131897,random_forest,6,64,full_dense
16.64934290716146,12.219891526699067,11.59170529752387,0.7251972272810248,xgboost,6,64,full_dense
20.12342845530289,14.66299306585325,14.348209415541795,0.8701846404908383,cnn,6,64,full_dense
20.317007654020756,13.477362810222935,13.756134563189814,0.7998226596103208,lstm,6,64,full_dense
20.135646197472678,13.631933700888236,13.781564147097836,0.8089957673325884,gru,6,64,full_dense
19.753725939335766,13.90435221326233,13.71848556626514,0.8251626170466038,rnn,6,64,full_dense
33.148604372295765,18.579154929577467,18.32407390493533,1.1153560035762369,persistence,7,71,full_dense
33.097070377990164,23.68563380281691,20.73956702781955,1.421911489549159,seasonal_naive_15,7,71,full_dense
86.12713957706163,73.11643192488262,43.67546593928232,4.389373554211796,drift,7,71,full_dense
47.171871282051036,40.83365258215963,34.94402725276525,2.451352589936868,rolling_mean_15,7,71,full_dense
48.21354884308736,42.304511660124696,36.50192846393064,2.5396521659531737,train_mean,7,71,full_dense
23.519247548371602,17.09622520669964,14.546678437780969,1.0263317946946844,ridge,7,71,full_dense
21.887536053984043,15.094767705721852,12.939347151272978,0.906178986449114,random_forest,7,71,full_dense
20.22915472298765,14.280307253985336,11.797101959876834,0.8572847628978819,xgboost,7,71,full_dense
19.643973094504027,14.480064586084733,12.770576388354208,0.8692767259586314,cnn,7,71,full_dense
22.419120070604315,16.274163928763244,14.659240794023445,0.976981273364231,lstm,7,71,full_dense
22.177234329691746,15.984470346170156,14.154913248633108,0.9595901983789891,gru,7,71,full_dense
22.115771287755432,15.857050301270116,14.647117827846534,0.9519408347457183,rnn,7,71,full_dense
22.217004748615416,13.846250000000001,11.769277074468782,0.8026087824796384,persistence,0,64,full_dense_covariates
22.55274983233752,15.558125,12.227333355157661,0.9018389646233474,seasonal_naive_15,0,64,full_dense_covariates
35.162209183314445,30.005377906976747,21.618948255504613,1.7392853537788244,drift,0,64,full_dense_covariates
34.05211618322062,27.745208333333327,20.848923657743878,1.608272844998507,rolling_mean_15,0,64,full_dense_covariates
33.41321644128743,26.89336594202898,20.80747525478881,1.5588951301262979,train_mean,0,64,full_dense_covariates
22.116773658336626,16.954803552871816,12.19056810979672,0.9827985365533553,ridge,0,64,full_dense_covariates
19.493117312613105,12.933796328849441,8.913854526480513,0.7497176870515458,random_forest,0,64,full_dense_covariates
19.30179962155743,13.40995651245117,9.230659833904554,0.7773186869775811,xgboost,0,64,full_dense_covariates
15.12414294258726,11.568319972476148,8.473547440319107,0.6705667750072377,cnn,0,64,full_dense_covariates
14.445417841909483,11.170254868625085,8.492581890798743,0.6474926178636405,lstm,0,64,full_dense_covariates
13.9470122714812,10.424563423883725,8.046398585133849,0.6042680261821856,gru,0,64,full_dense_covariates
