rmse,mae,mape,mase,model,fold,n_test,base_model,variant,n_parameters
20.715253845698125,15.533180450075974,12.613814998794586,0.9399648083402941,cnn_cov__default_cov,4,64,cnn_cov,default_cov,0
33.748054565119716,21.211656683994082,15.254976715923377,1.297120386347872,cnn_cov__default_cov,5,64,cnn_cov,default_cov,0
20.365774998354674,14.641819040723455,12.308399701032943,0.8689280545153445,cnn_cov__default_cov,6,64,cnn_cov,default_cov,0
23.11415255374475,16.47507642283804,13.074075914569857,0.9890425838656606,cnn_cov__default_cov,7,71,cnn_cov,default_cov,0
16.719136289221172,13.077573552368893,9.470455720797759,0.7580518470094586,cnn_cov__default,0,64,cnn_cov,default,0
26.20948384719632,17.831772198058708,20.292637151417342,1.0503809758960614,cnn_cov__default,1,64,cnn_cov,default,0
20.008589299273225,14.261507502708628,16.433037025080434,0.814685784865151,cnn_cov__default,2,64,cnn_cov,default,0
17.706202320264197,13.74175946959821,14.634328080766467,0.8126305757896429,cnn_cov__default,3,64,cnn_cov,default,0
17.356037852045908,12.716968526569268,11.306840100298011,0.7695463863414892,cnn_cov__default,4,64,cnn_cov,default,0
24.063146450020593,15.254164606769752,12.697420817297257,0.9328119996906101,cnn_cov__default,5,64,cnn_cov,default,0
19.652191610378292,14.252456745858584,13.478391347375767,0.8458211017222819,cnn_cov__default,6,64,cnn_cov,default,0
20.687010115139305,15.697421126631752,13.262796469440175,0.9423578715294862,cnn_cov__default,7,71,cnn_cov,default,0
16.865705528135585,12.772500065979983,9.684082047007408,0.759021582423093,cnn_cov__tuned,0,65,cnn_cov,tuned,0
25.249023345829677,18.499787023355136,17.554456058271658,1.1074204484142554,cnn_cov__tuned,1,65,cnn_cov,tuned,0
18.67327558277354,13.421304494551263,15.315536493544215,0.7780570062872145,cnn_cov__tuned,2,65,cnn_cov,tuned,0
16.144508758535345,12.406027710321212,12.632144739312542,0.7422580835777572,cnn_cov__tuned,3,65,cnn_cov,tuned,0
18.08524540703101,13.409476857389125,12.357976216655818,0.8201081420270233,cnn_cov__tuned,4,65,cnn_cov,tuned,0
23.954793789177646,17.049492110938978,13.464971620419917,1.0539370437644593,cnn_cov__tuned,5,65,cnn_cov,tuned,0
19.263681384758794,13.311639946806892,13.034751627600203,0.7984531261331864,cnn_cov__tuned,6,65,cnn_cov,tuned,0
